title,sub-title,ref,new_price,reserved_status,geo
Graff,HOOP DIAMOND 9.08 CT & RUBY 12.09 CT EARRINGS,050924 EARRINGS GRAFF,Цена по запросу,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 5.09 CT G/VVS2 (GIA),5.09 CT G/VVS2,Цена по запросу,,Москва
No name,DIAMOND 5.85 CT D/VVS1 RING (GIA),5.85CT,Цена по запросу,,Москва
Van Cleef & Arpels,FIL DE L'EAU SET,ARM81500/ARN5BA00,Цена по запросу,,Москва
Pasquale Bruni,GIARDINI SEGRETI NECKLACE,15272B,82000,,Москва
DeRosa,DIAMOND EARRINGS 3.05-3.02 FLY/VVS-VS,E10676723,51300,,Москва
DeRosa,DIAMOND EARRINGS 3.21-3.33 FY/VVS-VS,E9287232,65500,,Москва
No name,"КОЛЬЦО С САПФИРОМ 6,20 КАР BURMA (NOT HEATED)",NO NAME 1608,87000,,Москва
Ювелирные украшения,DIAMOND NECKLACE 62.13 CT (GIA),DIAMOND NECKLACE 62 ct,Цена по запросу,,Москва
Graff,DIAMOND SWIRL EARRINGS DIAMOND ON DIAMOND (10.88 CT),GRAFF VIP 160824,78000,,Москва
Cartier,JUSTE UN CLOU BRACELET (SIZE 16),N6708716,Цена по запросу,,Москва
No name,DIAMOND RING 5.06 CT H/SI1,5.06ct h/si1,97900,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 6.11 CT D/VVS2,6.11 CT D/VVS2,Цена по запросу,,Москва
Graff,SAPPHIRES 9.46 CT & DIAMOND EARRINGS,GE9.46CT,Цена по запросу,,Москва
No name,"КОЛЬЦО С БРИЛЛИАНТОМ 5,63 CT E/VVS2 (GIA)",5.63 CT 100824,Цена по запросу,,Москва
Patek Philippe,WHITE GOLD DIAMOND RING,275.1/1GR,Цена по запросу,,Москва
No name,"КОЛЬЦО С САПФИРОМ 9.07 CT (ROYAL BLUE, NOT HEATED)",9.07 CT 030824,55500,,Москва
No name,DIAMOND 4.68 CT AND PARAIBA  TOURMALINE 14.21 CT EARRINGS,Paraiba earrings 14.21 ct,66500,,Москва
Tiffany & Co,PLATINUM SOLITAIRE ENGAGEMENT RING 3.00 CT D/IF  EXEXEX,T&Co 3.00  CT D/IF,Цена по запросу,,Москва
Yanush Gioielli,TOURMALINE 21.06 CT NECKLACE,21.06 CT Yanush,53000,,Москва
No name,DIAMOND EARRINGS 3.01 - 3.01 F-G/VVS1 (GIA),3.01 - 3.01 F-G/VVS1,Цена по запросу,,Москва
No name,DIAMOND 5.01 FANCY YELLOW RING,5.01 CT FY/SI1,67500,,Москва
Cartier,JUSTE UN CLOU BRACELET (SIZE 18),N6708718,Цена по запросу,,Москва
Graff,Threads White Diamond High Jewellery Bracelet,RGB 10.33 CT,Цена по запросу,,Москва
Cartier,DIAMOND RING 6.03 CT G/VS1  (GIA),6.03 CT G/VS1,Цена по запросу,,Москва
No name,DIAMOND STUDS 4.02 - 4.02 CT G/VS1 (GIA),4.02 - 4.02 ct G/VS1 (GIA),Цена по запросу,,Москва
No name,DIAMOND EARRINGS 3.02-3.08 CT F-G/VS1 (GIA),"3,02-3,08 CT ASHER",Цена по запросу,,Москва
Graff,Carissa Diamond Drop Necklace,RGN651,108000,,Москва
Bvlgari,B.ZERO1 BRACELET,347712,64000,,Москва
No name,DIAMOND 3.02 CT F/VVS1 RING  (GIA),NN3.02CTF/VVS1,77000,,Москва
Boucheron,"HIGH JEWELRY,  AURELIA BAGUE,  DOME QUARTZ 69.03 CT, ROSES SAPPHIRES, RUBELLITES AND DIAMONDS RING",JRG0148554,35000,,Москва
Graff,DIAMOND NECKLACE 35.28 CT,GRN 35.28. CT,Цена по запросу,,Москва
RalfDiamonds,DIAMOND EARRINGS 3.11 - 3.04 CT FANCY YELLOW,RDRing 3.04 - 3.11 CT,73000,,Москва
Harry Winston,EMERALD-CUT AQUAMARINE 9.35 CT AND DIAMOND 0.91 CT RING,437-2006,58000,,Москва
No name,DIAMOND RING 5.55 CT G/VVS1 (GIA),5.55 CT G/VVS1 280624,Цена по запросу,,Москва
Graff,Carissa Diamond Bracelet 29.35 CT,RGB248,Цена по запросу,,Москва
Chaumet,Hortensia Aube Rosée Set,HORTENSIA SET,27000,,Москва
Graff,Diamond Double Strand Earrings,RGE668,54000,,Москва
Chopard,"Temptations Ring, Kunzite 18.40 CT",829212-1017,35000,,Москва
No name,DIAMOND RING 5.02 CT H/VVS2 (GIA),5.02 ct H/VVS2,Цена по запросу,,Москва
No name,DIAMOND RING 4.09 CT F/VS2 (GIA),4.09 CT F/VS2,77300,,Москва
Cartier,Paradise Earrings Les Oiseaux,HP800341,Цена по запросу,,Москва
No name,Emerald Diamond Ring 7.01ct I/VS2,Emerald Diamond 7.01ct I/VS2,Цена по запросу,,Москва
No name,DIAMOND 3.28 CT E/VVS1 RING EXEXEX (GIA),NN3.28CTE/VVS1,76000,,Москва
RalfDiamonds,"EMERALD RING 11.53 CT , COLOMBIA",D-308713,73000,,Москва
Pasquale Bruni,GODDESS GARDEN COLLIER COMBINATION,16078B,Цена по запросу,,Москва
No name,SAPHIRE AND DIAMOND RING 15.40 CT VIVID BLUE,15.40 CT VIVID BLUE,84500,,Москва
DeRosa,DIAMOND RING (PEAR AND EMERALD DIAMONDS) 2.01-3.01 CT,E379502,67100,,Москва
Chopard,ANIMAL WORLD BROWN BEAR RING. LIMITED EDITION,827495-5010,38500,,Москва
No name,"ТЕННИСНЫЙ БРАСЛЕТ С БРИЛЛИАНТАМИ 25,2 CT G-H/VVS1-VS2","25,2 ct g-h/vvs",86000,,Москва
No name,С БРИЛЛИАНТОМ 5.01 CT F/VS1 (GIA),5.01 F/VS1 (GIA),Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 5.01 CT E/VVS,5.01 ct E/VVS2 220524,Цена по запросу,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 3.00-3.01 CT,3.00-3.01 I/SI1,58900,Зарезервировано,
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 4.20-4.14 D/VS1,4.14-4.20,Цена по запросу,,Москва
No name,SAPPHIRE RING 10.07 CT,sapphire ring 10.07 CT,55000,,Москва
No name,EMERALD 9.70-9.25 CT & DIAMOND 2.01-2.01 CT EARRINGS,Emerald 9.7-9.25 CT,Цена по запросу,,Москва
No name,DIAMOND RING 8.05 ct Very Light Yellow,8.05 ct VLY 210424,68000,,Москва
No name,Diamond earrings 3.50-3.50 ct G/VVS,3.5-3.5 ct 190424,Цена по запросу,,Москва
No name,Emerald 9.28 ct- 7.99 ct and diamond 2.08 ct earrings,Earring emerald 150424,86000,,Москва
DeRosa,DIAMOND NECKLACE 66.33 CT (GIA),K4116633,Цена по запросу,,Москва
No name,Серьги 3.01 - 3.01 CT G/VVS1-VVS2,3.01 - 3.01 CT G/VVS1-VVS2,Цена по запросу,,Москва
Graff,CLASSIC BUTTERFLY DIAMOND NECKLACE,RGN858,Цена по запросу,,Москва
Tiffany & Co,VICTORIA ALTERNATING GRADUATED NECKLACE,60139781,Цена по запросу,,Москва
Graff,СЕРЬГИ С САПФИРАМИ 11.35 CT И БРИЛЛИАНТАМИ,Серьги GRAFF,Цена по запросу,,Москва
Cartier,CHALICE LARGE DIAMOND WHITE GOLD DIAMOND COCKTAIL (SIZE 54),CR-54,35500,,Москва
Graff,КОЛЬЦО С БРИЛЛИАНТОМ  5.12 СT FANCY VIVID YELLOW/ VS1,5.12 ct FANCY VIVID YELLOW/ VS1,Цена по запросу,,Москва
Graff,КОЛЬЦО С БРИЛЛИАНТАМИ 15.59 ct F-H/IF-VS2.,15.59 ct F-H/IF-VS2.,Цена по запросу,,Москва
Boucheron,MERCURY FLOWER PENDANT,JBT00214M,46800,,Москва
Adler,SET,066327,65000,,Москва
Graff,DIAMOND 3.57 CT G/VVS2 RING,GR3.57CTG/VVS2,98000,,Москва
No name,КОЛЬЦО С ИЗУМРУДОМ 12.82 CT  (COLOMBIA),12.82 CT  (COLOMBIA),56500,,Москва
Cartier,КОЛЬЦО С РУБЕЛЛИТОМ И БРИЛЛИАНТАМИ,Кольцо Cartier  с рубеллитом и бриллиантами,95000,,Москва
Ювелирные украшения,ПОДВЕСКА 5.59 CT,5.59 CT,83850,,Москва
No name,5.01 CT D/VS1,5.01 CT D/VS1,Цена по запросу,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ  8.10 ct H/SI1,8.10 ct H/SI1,Цена по запросу,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ  7.88 CT N/VVS2,7.88 CT N/VVS2,77500,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 3.01 - 3.00 CT G/VS-SI,3.01 - 3.00 CT G/VS,82150,,Москва
Chopard,CHOPARD COPACABANA SET,Chopard Copacabana,88500,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 8.08 СТ FLY/VVS2,8.08 СТ FLY/VVS2,87000,,Санкт-Петербург
No name,EMERALD DIAMOND LINE BRACELET 22.40 СТ,NN 22.40 CT,60200,,Москва
DeRosa,CONGO DIAMOND 23.45 CT EARRINGS,E16892345,53500,,Москва
Graff,DIAMOND EARRINGS 18.57 CT,18.57 CT,Цена по запросу,,Москва
Bvlgari,SERPENTI NECKLACE (SIZE L),358434-L,Цена по запросу,,Москва
No name,DIAMOND RING 10.01 J/SI1,10.01 J/SI1,Цена по запросу,,Москва
Graff,PAVÉ BUTTERFLY DIAMOND NECKLACE,RGN890,55500,,Москва
Chopard,TEMPTATIONS EARRING,849196-5003,35000,,Москва
Scavia,С КОРАЛЛАМИ И БРИЛЛИАНТАМИ,Колье SCAVIA,25000,,Москва
No name,"С БРИЛЛИАНТОМ 4, 34 CT I/VVS1","4, 34 ct I/VVS1",61200,,Москва
No name,С БРИЛЛИАНТОМ 5.93 CT FY,5.93 CT FY,67000,,Москва
DeRosa,"КОЛЬЕ СОТУАР 40,15CT",N48543962,61000,,Москва
RalfDiamonds,БРОШЬ C АКВАМАРИНОМ 41.40 CT,41.40 ct,25000,,Москва
DeRosa,КОЛЬЦО EMERALD 6.07 CT VIVID GREEN COLOMBIA,R7128632,65000,,Москва
DeRosa,КОЛЬЦО С БРИЛЛИАНТАМИ 15.11 CT E-G/VVS1-VS2,R6591511,89650,,Москва
Boucheron,КОЛЬЕ С БРИЛЛИАНТАМИ И ИЗУМРУДАМИ,колье Boucheron,55000,,Москва
Cartier,DELICES DE GOA SET,delices de goa set,32000,,Москва
No name,С БРИЛЛИАНТАМИ 5.02 CT F/VS1 - 5.03 CT G/VS1,5.02 CT F/VS1 - 5.03 CT G/VS1,Цена по запросу,,Москва
No name,С БРИЛЛИАНТАМИ 3.00 CT F/VVS2 - 3.00 CT F/VVS2,3.00 CT F/VVS2 - 3.00 CT F/VVS2,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 4.31 CT G/VVS2,4.31 ct g/vvs2,Цена по запросу,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 5.65 CT D/VS1,5.65 CT D/VS1,Цена по запросу,,Москва
No name,"С БРИЛЛИАНТОМ 6,02 CT G/VS2",6.02 G/VS2,Цена по запросу,,Москва
Verdi Jewellery,КОЛЬЦО С ИЗУМРУДОМ 10.00 CT И БРИЛЛИАНТАМИ 1.76 CT E/VVS,10.00 ct,82500,,Москва
Verdi Jewellery,КОЛЬЦО С ИЗУМРУДОМ 6.75CT И БРИЛЛИАНТАМИ 1.24 CT G/VS-SI,кольцо verdi,Цена по запросу,,Москва
RalfDiamonds,С БРИЛЛИАНТАМИ  3.01 - 3.01 CT G/VVS2,3.01 - 3.01 CT G/VVS2,Цена по запросу,,Москва
No name,"С БРИЛЛИАНТОМ 8,02 CT FANCY LIGHT YELLOW / I1","8,02  Fancy Light Yellow / I1",65000,,Москва
David Webb,VINTAGE,Брошь David Webb,21500,,Москва
No name,С БРИЛЛИАНТОМ 5.55 СТ,5.55 I/VVS2,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 7.75 CT,"1,6 F-G/VS",55850,,Москва
Bvlgari,SERPENTI NECKLACE (SIZE XL),360472-XL,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 5.50 СТ J/VS1,5.50 СТ J/VS1,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 5.02 СТ D/VS1,5.02 СТ D/VS1,Цена по запросу,,Москва
DeRosa,RUBY & DIAMOND SET,DEROSA 031124,Цена по запросу,,Москва
DeRosa,EMERALD & DIAMOND SET 5.94 - 3.19 -2.70 СТ VIVID GREEN. COLOMBIA,5.94 - 3.19 -2.70 СТ VIVID GREEN. COLOMBIA,53000,,Москва
No name,"С БРИЛЛИАНТОМ 6.35 CT M, FAINT BROWN/VS1","6.35 CT M, FAINT BROWN/VS1",53650,,Москва
RalfDiamonds,DIAMOND BRACELET 19.08 CT,19.08 CT,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 5.08 СТ J/VS2,5.08 СТ J/VS2,64390,,Москва
DeRosa,CLASSIC DIAMOND RING 3.01 CT E/VVS2,R417339,99000,,Москва
No name,С БРИЛЛИАНТОМ 6.58 CT FLY/VS2,6.58 CT FLY/VS2,72500,,Москва
No name,С БРИЛЛИАНТОМ 6.22 CT FLY/VS1,6.22 CT FLY/VS1,69950,,Москва
No name,С БРИЛЛИАНТОМ 7.01 CT U TO V RANGE/VS2,7.01 CT U TO V RANGE/VS2,64500,,Москва
No name,С БРИЛЛИАНТОМ 5.02 СТ FANCY YELLOW/SI1,5.02 СТ FANCY YELLOW/SI1,57500,,Москва
No name,DIAMOND RING 7.08 СТ FANCY YELLOW/VS1,7.08 СТ FANCY YELLOW/VS1,85000,,Москва
DeRosa,CLASSIC RADIANT DIAMOND RING 5.01 CT F/VS1,5.01 СТ F/VS1,Цена по запросу,,Москва
Jacob & Co,CHANDELIER RUBY & DIAMOND EARRINGS,20100005941,Цена по запросу,,Москва
Jewellery Theatre,КОЛЬЦО С БРИЛЛИАНТОМ 3.03 CT E/VS1,3.03 CT E/VS1,55000,,Москва
FRED,BELLES RIVES NECKLACE,7J0271,37620,,Москва
Korloff,DIAMOND NECKLACE 4.05 CT G/VS2,4.05 CT G/VS2,69500,,Москва
Jacob & Co,CABOSHON RUBELLITE COCTAIL RING,91121315,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 5.01 CT FANCY INTENSE YELLOW/SI2,5.01 CT FANCY INTENSE YELLOW/SI2,83500,,Москва
RalfDiamonds,ROUND CUT DIAMOND BRACELET 26.12 CT,D.26.12 СТ,Цена по запросу,,Москва
No name,EMERALD DIAMOND LINE BRACELET 31.00 СТ,NN 31.00 CT,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 5.01 CT FANCY LIGHT YELLOW/VS2,5.04 CT FANCY LIGHT YELLOW/VS2,52500,,Москва
No name,DE GRISOGONO DIAMOND EARRINGS 3.01 CT E/VS2-3.03 CT E/VS2,De Grisogono,Цена по запросу,,Москва
Jewellery Theatre,КОМПЛЕКТ С БРИЛЛИАНТАМИ 18.93 СТ,18.93 СТ,Цена по запросу,,Москва
Graff,DIAMOND HOOP EARRINGS,GE,Цена по запросу,,Москва
Graff,DIAMOND 2.04 CT D/VS1 RING  (GIA),GR2.04CTD/VS1,57500,,Москва
Harry Winston,AQUAMARINE AND MARQUESA DIAMOND CLUSTER SET,HW AQUAMARINE AND DIAMOND CLUSTER SET,65000,,Санкт-Петербург
No name,С БРИЛЛИАНТОМ 5.08 СТ D/VVS1,5.08 СТ D/VVS1,Цена по запросу,,Москва
RalfDiamonds,FLOWER DIAMOND SET,RD1112,55000,,Москва
RalfDiamonds,DIAMOND BRACELET 37.37 СТ,37.37 СТ,73000,,Москва
No name,С БРИЛЛИАНТОМ 3.24 СТ D/VS1,3.24 СТ D/VS1,64200,,Москва
Ювелирные украшения,DIAMOND 75.05 CT G-H/VVS-VS  NECKLACE (GIA),NN75.05CT,Цена по запросу,,Москва
No name,С БРИЛЛИАНТАМИ 4.10 CT FANCY YELLOW/VS1- 4.27 CT FANCY YELLOW/VS1,4.10 CT FY/VS1- 4.27 CT FY/VS1,88500,,Москва
No name,С БРИЛЛИАНТОМ 10.27 CT FLY/SI2,10.27 CT FLY/SI2,88500,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 5.01 CT G/VS1,5.01 CT G/VS1,Цена по запросу,,Москва
No name,C САПФИРОМ 14.0 СТ И БРИЛЛИАНТАМИ,Sp.14.0 CT,73000,,Москва
Van Cleef & Arpels,FLOWERLACE NECKLACE,VCARP05000,Цена по запросу,,Москва
No name,C БРИЛЛИАНТАМИ 3.01-3.01 CT E-F/VVS2 (GIA),3.01-3.01 E-F/VVS2 GIA,Цена по запросу,,Москва
Verdi Jewellery,КОЛЬЕ С ТАНЗАНИТОМ 24.94 СТ И БРИЛЛИАНТАМИ 20.08 СТ,24.94 CT/D.20.08 CT,65000,,Москва
No name,С БРИЛЛИАНТОМ 5.05 F/VS1,5.05 F/VS1,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 5.01 СТ G/VS2,5.01 СТ G/VS2,Цена по запросу,,Москва
No name,С БРИЛЛИАНТОМ 6.02 СТ LIGHT YELLOW/VS2,6.02 СТ LIGHT YELLOW/VS2,56500,,Санкт-Петербург
Chopard,HIGH JEWELLERY RUBY & DIAMONDS EARRINGS,849180-5001,45000,,Москва
No name,С БРИЛЛИАНТОМ 2.02 СТ D/IF,2.02 СТ D/IF,53000,,Москва
Graff,SHARED CLAW ROUND DIAMOND ETERNITY RING 9.19 CT,GR,68500,,Москва
Tiffany & Co,КОЛЬЦО С АКВАМАРИНОМ 16 СТ,Aquamarine 16.0 ct,Цена по запросу,,Москва
Chopard,DRAGONFLY EARRINGS,3249391,35000,,Москва
Tiffany & Co,AQUAMARINE & DIAMOND BRACELET,T&Co,51000,,Москва
Chopard,PAIR OF EARCLIPS,846905-1006,45000,,Москва
No name,КОЛЬЦО DAMIANI С БРИЛЛИАНТОМ 3.14 СТ Е/VS1,3.14 СТ E/VS1,88500,,Москва
No name,С САПФИРАМИ 7.12 СТ-7.37 СТ VIVID BLUE,7.12 СТ-7.37 СТ VIVID BLUE,73000,,Москва
No name,С САПФИРОМ 20.05 СТ,SAPPHIRE 20.05 СТ,75000,,Москва
No name,С САПФИРОМ 8.22 СТ ROYAL (VIVID) BLUE,8.22 СТ ROYAL BLUE,53000,,Москва
No name,С РУБИНОМ 4.10 CT 4.10 CT VIVID RED/BURMA PIGEON''S BLOOD,4.10 CT VIVID RED/BURMA PIGEON''S BLOOD,45000,,Москва
Graff,MULTI HOOP EARRINGS,GRAFF GE11601,Цена по запросу,,Москва
No name,КОЛЬЦО С РУБИНОМ 4.5 CT,4.5 CT,68500,,Москва
Graff,ROUND DIAMOND HOOP EARRINGS 14.17 CT,GE9584,Цена по запросу,,Москва
No name,С РУБИНОМ 4.16 CT VIVID RED PIGEON'S BLOOD. BURMA,4.16 CT VIVID RED PIGEON'S BLOOD. BURMA,Цена по запросу,,Москва
No name,КОЛЬЦО RALFDIAMONDS С ИЗУМРУДОМ 12.62 CT,12.62 CT,68500,,Москва
Piaget,КОЛЬЦО С САПФИРОМ 17.36 CT GUBELIN,G34L3152,65000,,Москва
Cartier,PANTHERE DE CARTIER RING (SIZE 51),H4179600-51,Цена по запросу,,Москва
RalfDiamonds,MARQUISE DIAMOND BRACELET 68.70 CT,RDB 68.70 CT,Цена по запросу,,Москва
Graff,HOOP DIAMONDS EARRINGS 11.86 CT,GRE601-5979,70000,,Москва
No name,С ИЗУМРУДАМИ 6.08 CT - 5.81 CT,6.08 CT - 5.81 CT,65000,,Москва
Jacob & Co,DOME RING 32.90 CT,32.90 CT,50000,,Москва
No name,КОМПЛЕКТ С РУБИНАМИ BURMA 2.73 - 2.45 CT PIGEON BLOOD,RUBY 2.73 - 2.45 CT VIVID RED,58000,,Москва
Chopard,СЕРЬГИ С БРИЛЛИАНТАМИ 6.01 СТ I/VS1 - 6.02 CT J/VS1,830305-1001,Цена по запросу,,Москва
No name,С БРИЛЛИАНТАМИ 2.51 CT/FIY  -2.02 CT/FY (SIZE 51),2.51 CT/FIY  -2.02 CT/FY,53000,,Москва
Chopard,ICE CUBE RING С БРИЛЛИАНТАМИ 15.26 CT,823428-1109,79000,,Санкт-Петербург
Ювелирные украшения,"БРАСЛЕТ С РУБИНАМИ 15.82CT ""PIGEON BLOOD"" - BURMA","РУБИНЫ 15.82CT ""PIGEON BLOOD"" - BURMA",Цена по запросу,,Москва
Verdi Jewellery,КОЛЬЦО С САПФИРОМ 15.67 CT,A45F,97000,,Москва
No name,КОЛЬЦО С САПФИРОМ 15.46 CT CORNFLOWER,15.46 CT  CORNFLOWER,55000,,Москва
RalfDiamonds,КОЛЬЦО С БРИЛЛИАНТОМ 5.20 CT L/VS2,5.20 CT L/VS2,53000,,Москва
No name,"С САПФИРОМ 23.68 CT (NOT HEATED) ROYAL BLUE (GRS, SSEF,GUBELIN)",23.68 CT NOT HEATED ROYAL BLUE,Цена по запросу,,Москва
De Grisogono,FLOWERS RING,58205/01,55000,,Москва
Tiffany & Co,"СЕРЬГИ С БРИЛЛИАНТАМИ 5,97 CT",t & Co,31500,,Москва
No name,С БРИЛЛИАНТОМ 5.01 CT FANCY LIGHT YELLOW/VS2 (SIZE 54),5.01 CT FANCY LIGHT YELLOW/VS2,54000,,Москва
De Grisogono,EMERALD & DIAMOND FLOWER RING,58205/03,33600,,Москва
No name,DIAMOND 7.06 CT FANCY YELLOW/VS2 RING (GIA),7.06 CT FANCY YELLOW/VS2,78000,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 7.01 CT FANCY YELLOW/VS1,7.01 CT FANCY  YELLOW/VS1,75500,,Москва
No name,С БРИЛЛИАНТОМ 3.01 CT G/VS1,3.01 CT G/VS1,57000,,Москва
No name,С БРИЛЛИАНТОМ 5.32 CT К/SI1,5.32 CT К/SI1,58780,,Москва
Ювелирные украшения,КОМПЛЕКТ С ТАНЗАНИТАМИ,111,55000,,Москва
Verdi Jewellery,КОЛЬЦО С САПФИРОМ 9.84 CT,A61C,53000,,Москва
No name,DIAMOND RING 5.09 CT J/VS1,5.09 CT J/VS1,71000,,Москва
Tiffany & Co,PEARL NECKLACE,300011,Цена по запросу,,Москва
Tiffany & Co,DRAGONFLY BROOCH,DRAGONFLY,Цена по запросу,,Москва
Cartier,PANTHERE DE CARTIER (SIZE 56),N4224000-56,59000,,Москва
Verdi Jewellery,КОЛЬЦО С РУБИНОМ 3.10 CT PIGEON BLOOD,A40B,53500,,Москва
Verdi Jewellery,"РУБИН 4,02 CT PIGEON BLOOD",A79A,85000,,Москва
No name,DIAMOND 3.01 CT G/IF RING (GIA),3.01 CT G/IF,61100,,Москва
Bvlgari,SERPENTI DIAMOND PAVE MEDIUM NECKLACE,351090 CL857425,Цена по запросу,,Москва
RalfDiamonds,FLOWER RING,353167,55000,,Москва
Schreiner,КОМПЛЕКТ С БРИЛЛИАНТАМИ 47.55 СТ,GIGI011822/GIOR011198,75000,,Москва
Graff,BUTTERFLY MEDALLION SAPPHIRE EARRINGS,RGE683,Цена по запросу,,Москва
Tiffany & Co,CROSS PENDANT LARGE MODEL 8.66 CT G/VS,"1,71",55500,,Москва
Graff,DIAMOND CLASSIC BUTTERFLY PENDANT,RGP3.31,23500,,Москва
Tiffany & Co,CLUSTER EARRINGS 3.06 CT,44887272,29500,,Москва
Tiffany & Co,CUSHION DIAMOND 0.96 CT FIY/VS2 PENDANT,0.96 CT FIY/VS,15900,,Москва
Cartier,"PANTHERE DE CARTIER RING ""SOOKY""",PANTHER MOTIF SOOKY WG,46000,,Москва
Cartier,"LOVE BRACELET, PINK GOLD, DIAMONDS (SIZE 18)",N6036918,40500,,Москва
Cartier,JUSTE UN CLOU BRACELET (SIZE 17),B6048317,8300,,Москва
Van Cleef & Arpels,VINTAGE ALHAMBRA 20 MOTIFS,VCARA42100,16000,,Москва
Cartier,PANTHERE DE CARTIER NECKLACE,N7424122,46500,,Москва
Van Cleef & Arpels,"Magic Alhambra Long Necklace, 1 motif",VCARO3MG00,8670,,Москва
Van Cleef & Arpels,VINTAGE ALHAMBRA. MALACHITЕ 20 MOTIFS,VCARL88100,27000,,Москва
Graff,BAGUETTE CUT DIAMOND CROSS PENDANT,RGP002,39200,,Москва
Graff,Tilda’s Bow Classic Diamond Ring,RGR507,16550,Зарезервировано,
Tiffany & Co,Elongated Link Bracelet in Yellow Gold,63358126,7400,,Москва
Yanush Gioielli,"WHITE GOLD EMERALD RING 24.28 CT (GUBELIN, COLOMBIA)",YR30684WEM,68000,,Москва
Tiffany & Co,SIXTEEN STONE SCHLUMBERGER PLATINUM RING,60108186,11800,,Москва
Tiffany & Co,SOLESTE CUSHION DIAMOND PENDANT 1.72 CT F/VVS1,T&Co1.72CT,25700,,Москва
Piaget,POSSESSION WHITE GOLD DIAMOND BRACELET,G36P6318,4000,,Москва
Cartier,"LOVE BRACELET, SMALL MODEL, YELLOW GOLD (SIZE 19)",B6047519,4600,,Москва
Bvlgari,"B.ZERO1, WHITE GOLD RING (SIZE 62)",336019,1350,,Москва
Graff,БРАСЛЕТ С ИЗУМРУДАМИ  И БРИЛЛИАНТАМИ,RGB617,55000,,Москва
Chopard,"HAPPY HEARTS, ROSE GOLD, ONYX, DIAMONDS PENDANT",79A074-5201,4375,,Москва
De Beers,Dewdrop Crown Ring in Platinum,R103822,2950,,Москва
Pasquale Bruni,BON TON EARRINGS,15567R,3550,,Москва
Pasquale Bruni,BON TON RING,15551R,3100,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.00-1.07 CT I/SI1(GIA),NND1.00-1.07 CT I/SI1,6831,,Москва
Graff,ROUND DIAMOND & ROUND SAPPHIRE CLUSTER RING,RGR717,12000,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.01-1.01 CT I/SI1 (GIA),NND1.01-1.01 CT I/SI1,6670,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.00-1.01 CT I/VS1  (GIA),NND1.00-1.01 CT I/VS1,7850,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.00-1.01 CT I/SI1  (GIA),NND1.00-1.01 CT I/SI1,6640,,Москва
No name,ROUND DIAMOND 3.01 CT H/VS1 RING (GIA),NN3.01CTH/VS1,43200,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.11-1.14 CT I/VS2 (GIA),NND1.11-1.14 CT I/VS2,8100,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.00-1.00 CT I/VS1-2 (GIA),NND1.00-1.00 CT I/VS1-2,7500,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.15-1.12 CT I/VS2-SI1 (GIA),NND1.15-1.12 CT I/VS2-SI1,7836,,Москва
Chopard,"HAPPY DIAMONDS HEART PENDANT, WHITE GOLD",792897-1001,1500,Зарезервировано,
No name,RalfDiamonds Ring 4.29 CT M/SI1,RD4.29CTM/SI1,25000,,Москва
Chopard,HEART DIAMOND 3.39 CT FANCY INTENSE YELLOW/SI1 RING,820649-0001,48500,,Москва
RalfDiamonds,CUSHION DIAMOND 2.01 CT FANCY YELLOW/SI1 RING,RD2.01CTFY/SI1,14500,,Москва
Pasquale Bruni,GIARDINI SEGRETI EARRINGS,PB1277,16500,,Москва
Cartier,Cartier Destinée Solitaire Ring 0.62 CT F/VVS2,N4246000-49,6800,,Москва
No name,DIAMOND 1.00 F/VS2 RING (GIA),NN1.00CTF/VS2,4700,,Москва
Ювелирные украшения,БРАСЛЕТ С САПФИРАМИ 2.30 СТ И БРИЛЛИАНТАМИ 1.55 СТ,2.30 CT / 1.55 CT,3300,,Санкт-Петербург
