title,sub-title,ref,new_price,reserved_status,geo
Messika,BRACELET MESSIKA CARE(S) Bracelet Diamant Or Jaune (ENFANT MODEL),12500-YG,1200,,Москва
Messika,Move Uno Mini Hoops,10050-PG,2000,,Москва
Chopard,"CHOPARDISSIMO RING, PINK GOLD, DIAMONDS",826582-5213,7400,,Москва
Bvlgari,ELISA NECKLACE,elisa 1509,14700,,Москва
Chopard,IMPERIALE White Gold Diamond Ring,827861-1109,3900,,Москва
Piaget,YELLOW GOLD POSSESSION RING,POSSESSION 1509,2400,,Москва
Cartier,"LOVE BRACELET, WHITE GOLD (SIZE 21)",B6035421,7400,,Москва
Cartier,"LOVE NECKLACE, PINK GOLD (SIZE M)",B7224758-M,14100,Зарезервировано,
Cartier,"JUSTE UN CLOU NECKLACE, YELLOW GOLD (SIZE 31.5)",N7424165-31.5,36600,,Москва
Hermès,FINESSE EARRINGS,H219512B 00,7850,,Москва
Chopard,HAPPY HEARTS MALACHITE EARRINGS,837482-5111,4950,,Москва
Chopard,HAPPY HEARTS EARRINGS,839482-5301,2750,,Москва
Chopard,"HAPPY HEARTS, ROSE GOLD, LIMITED 'JAMES BOND 007'",83A007-5921,7150,,Москва
Chopard,HAPPY HEARTS JAMES BOND 007 EARRINGS,83a007-5021,4600,,Москва
Chopard,JAMES BOND 007 HAPPY HEARTS,79A074-5301,5200,,Москва
Chopard,HAPPY HEARTS PENDANT,797482-1350,3600,,Москва
Chopard,HAPPY HEARTS NECKLACE (MOTHER OF PEARL),817482-0301,10800,,Москва
Dior,БРАСЛЕТ GEM DIOR,JGEM95015_0000,6000,,Москва
No name,СЕРЬГИ С ЖЕМЧУГОМ И САПФИРАМИ,05841Jewelry11,10400,,Москва
No name,DIAMOND RING 3.03 CT J/VVS1 (GIA),3.03 CT J/VVS1 (GIA),25800,,Москва
No name,WHITE GOLD DIAMOND NECKLACE 3.61 CT,"3,61 CT NECKLACE",18000,,Москва
RalfDiamonds,DIAMOND 3.00 CT FANCY YELLOW BROOCH (GIA),RDB240911,32000,,Москва
Graff,TRIPLE PAVÉ BUTTERFLY DIAMOND BRACELET,RGB284,39150,,Москва
Mikimoto,AKOYA PEARL BRACELET,MR240911,3800,,Москва
Utopia,PEARL & DIAMOND RING,UR240911,9500,,Москва
Cartier,"LOVE NECKLACE, YELLOW GOLD (SIZE M)",B7224762-M,17500,,Москва
Cartier,"JUSTE UN CLOU RING, YELLOW GOLD (SIZE 51)",B4092600-51,3350,,Москва
Cartier,"LOVE BRACELET, PINK GOLD (SIZE 21)",B6067421,8850,,Москва
Bvlgari,"ELISIA VINTAGE, ONYX AND DIAMOND DROP EARRINGS",BV EARRINGS,6500,,Москва
Graff,TILDA’S BOW DIAMOND STUD EARRINGS,RGE1646,18720,,Москва
Graff,Tilda’s Bow Classic Diamond Double Strand Bracelet,RGB314,47300,,Москва
Cartier,C DE CARTIER DIAMOND STUDS 1.80-1.80 CT F/VVS,CRN8501900,48000,,Москва
Messika,CRÉOLES MOVE EARRINGS,04407-PG,3100,,Москва
Messika,MOVE CLASSIQUE PAVÉ DIAMOND RING (YELLOW GOLD) SIZE 53,04000-YG-53,4400,,Москва
Messika,Messika Care Pendant,14104-PG,1200,,Москва
Chopard,HAPPY DARLING NECKLACE,817481-5001,3150,,Санкт-Петербург
No name,СЕРЬГИ-ПУСЕТЫ С БРИЛЛИАНТАМИ 1.50 - 1.51 CT H-I/VS1-SI1 GIA,NN1.50-1.51CT,18300,,Москва
Harry Winston,Prong-Set Oval-Shaped Diamond Ring 4.46 CT,WBDPOVS25SP25,28000,,Москва
Cartier,PANTHÈRE DE CARTIER RING (SIZE 51),N4765600-51,18500,,Москва
Bvlgari,ELISIA RING,Elisia ring,4600,,Москва
Bvlgari,B.ZERO1 RING,323551,3100,,Москва
Messika,DIAMOND JOY COEUR STUD YELLOW GOLD,11562-YG,2000,,Москва
Jewellery Theatre,BYZANTIUM DIAMOND RING 0.75 CT,B106wp1fi1128,3400,,Москва
Van Cleef & Arpels,SNOWFLAKE RING,VCARO3RG00,40820,,Москва
Tiffany & Co,PEARL NECKLACE (LIMITED ED),Tiffany 3008,8700,,Москва
Hermès,"CHAINE D'ANCRE ENCHAINEE RING, SMALL MODEL",H110025B 00046,2300,,Москва
Tiffany & Co,TOGETHER MIGRAIN BAND RING,60002244,2100,,Москва
Tiffany & Co,VICTORIA DIAMOND AND AQUAMARINE EARRINGS,PF5394,5950,,Москва
Magerit,TOPAZ SNAKE SET,96610 set,18600,,Москва
No name,DIAMOND RING 4.23 CT G-H/VS2-SI2,4.23 CT NN R,9800,,Москва
Carrera y Carrera,"EMPERATRIZ, SAPPHIRE AND DIAMONDS RING, YELLOW GOLD",DA13502,4100,,Санкт-Петербург
Pomellato,"POMELLATO VELENO EARRINGS, AMETHYST",PEA240827,2450,,Москва
Pomellato,"POMELLATO VELENO RING, Amethyst",PRA240827,2100,,Москва
Pomellato,"POMELLATO VELENO RING, CETRINE",PR240827,2100,,Москва
Tiffany & Co,"KEY DIAMOND PENDANT, ROSE GOLD",T&Co240826,3550,,Москва
Schreiner,TOURMALINE RUBELLITE PEARL SET,schreiner,38000,,Москва
DeRosa,DIAMOND HEART-SHAPED STUDS 1.00-1.00 FLY/VVS-VS,E563245,10450,,Москва
DeRosa,HEART-SHAPED DIAMOND STUDS 1.01-1.01 FLY/VS,E5612473,10400,,Москва
DeRosa,DIAMOND EARRINGS 2.01-2.05 CT FANCY YELLOW/VVS-VS (GIA),E8054466,36500,,Москва
DeRosa,DIAMOND EARRINGS 2.51-2.57 CT FLY/VVS,E9685518,35750,,Москва
DeRosa,Sunflower Petite Stud Earrings,E5513668,14400,,Москва
No name,DIAMOND 1.51-1.51 CT EARRINGS,NN240826CT,25000,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 3.05 CT LIGHT YELLOW/SI1 - 3.02 CT LIGHT YELLOW/SI1,3.05 - 3.02 CT CT LY/SI1,33500,,Санкт-Петербург
Cartier,"LANIERES BRACELET, 1.70 CT DIAMOND, YELLOW GOLD",CARTIER 1.70 CT,7900,,Санкт-Петербург
Pomellato,Pomellato Veleno Ring,387763,2100,,Москва
Tiffany & Co,TIFFANY DIAMOND HEART PENDANT,0.18Tiffany,3000,,Москва
Tiffany & Co,CIRCLET RING (ROSE GOLD),TCO circlet ring,4800,,Москва
Van Cleef & Arpels,VINTAGE ALHAMBRA RING,VCARP2R400,6850,,Москва
Tiffany & Co,HARD WEAR ONYX BALL RING,hardball tco,1200,,Москва
Messika,GATSBY EARRINGS,03797-PG,5300,,Москва
No name,FLOWER EARRINGS,Серьги No Name,11900,,Москва
Van Cleef & Arpels,Palmyre White Gold Diamonds  Earrings,VCARO3R800,15600,,Москва
No name,Diamond cross 2.76 CT,2.76 ct cross,5100,,Москва
Piaget,HEART SMALL PENDANT,G33H0700,1550,,Москва
Cartier,AMULETTE MEDIUM DIAMOND EARRINGS,N8515029,16700,,Москва
Messika,JOY RING,05220-WG,4200,,Москва
Bvlgari,INTARSIO MEDITERRANEAN EDEN,709-10045-OR855959,7600,,Москва
Piaget,HEART NECKLACE (LARGE MODEL),G33H0800,6500,,Москва
Messika,LUCKY MOVE PM,07396-PG,3800,,Москва
Messika,MOVE UNO PAMPILLE PAVÉE,11163-PG,2550,,Москва
No name,DIAMOND HOOP EARRINGS 3.34 CT,3.34 CT,5200,,Санкт-Петербург
Messika,BABY MOVE PAVÉE RING,04683-YG,2700,,Москва
Messika,BANGLE MOVE TITANIUM BLACK,06553-TB-L,2550,,Москва
Messika,LUCKY EYE TURQUOISE,12956-PG-52,3000,,Москва
Chopard,HAPPY DIAMONDS HEART PENDANT,79/3460,2985,,Санкт-Петербург
Bvlgari,SERPENTI EARRINGS,352756,39500,,Москва
Messika,MOVE TITANIUM GRAPHITE BANGLE,06585-TG-L,2550,,Москва
Chaumet,JOSEPHINE PENDANT,081962-00,6300,,Москва
Schoeffel,WHITE GOLD PEARL RING,170824,2600,,Москва
Cartier,PANTHERE DE CARTIER RING (SIZE 55),N4748900-55,36400,,Москва
Cartier,JUSTE UN CLOU LARGE RING (SIZE 50),N4748600-50,13000,,Москва
Messika,MOVE ROMANE BRACELET,06747-WG,17980,,Москва
Tiffany & Co,ATLAS DIAMOND PENDANT,ATLAS 160824,4500,,Москва
Bvlgari,White Gold Diamond Tremblant Flower Earrings,BVLG,12000,,Москва
Damiani,DIAMOND RING. BELLE ÉPOQUE,DAMIANI 71336534,6500,,Москва
Tiffany & Co,T1 Narrow Pavé Diamond Hinged Bangle in Yellow Gold,73124530,18750,,Москва
Tiffany & Co,EMERALD CUT DIAMOND RING,150824 TCO,16500,,Москва
DeRosa,DIAMOND 3.30 CT RING (GIA),R5983304,14800,,Москва
DeRosa,DIAMOND STUDS 0.30 - 0.31 CT (GIA),E4161554,4100,,Москва
RalfDiamonds,КОЛЬЕ С ИЗУМРУДОМ 12.5 CT И БРИЛЛИАНТАМИ 29.93 CT,EMERALD 12.5 CT DIAMONDS 29.93 CT,Цена по запросу,,Москва
No name,DIAMOND 4.06 CT L/VS2 RING,4.06 CT L/VS2,32700,,Москва
Jacob & Co,ROSE GOLD & DIAMONDS 4.11 CT RING,91328113,22000,,Москва
RalfDiamonds,DIAMOND 1.30 CT E/VVS2 RING (GIA),RDR1.30CT,10900,,Москва
Frаnck Muller,REMEMBER LONG EARRINGS,CR-ERD01,15300,,Москва
Stephen Webster,Topaz Ring,SWRing1208,6100,,Москва
Tiffany & Co,YELLOW GOLD & DIAMOND BRACELET,T&CoBracelet1208,3100,,Москва
Tiffany & Co,YELLOW GOLD & DIAMONDS EARRINGS,T&CoEARRINGS,2400,,Москва
Tiffany & Co,T Wide Ring,60150448,2000,,Москва
Messika,МОНО-СЕРЬГА MY TWIN MONO EARRING MIDDLE,10026-PG,4750,,Москва
Tiffany & Co,Narrow Pavé Diamond Ring,60151485,5240,,Москва
Graff,CLASSIC BUTTERFLY DIAMOND DROP EARRINGS,RGE1614,21200,,Москва
Graff,Wild Flower Open Diamond Bangle,RGB513,14500,,Москва
No name,WHITE GOLD & DIAMOND NECKLACE 5.38 CT,NN 080824,9600,,Москва
RalfDiamonds,WHITE GOLD & DIAMONDS SET,RD SET 080824,24600,,Москва
Ювелирные украшения,WHITE GOLD AND DIAMOND CROSS,ALFIERI ST. JOHN,3900,,Москва
Chopard,PEARL EARRINGS,84/4984/403,15200,,Москва
Garrard,RUBY & DIAMONDS EARRINGS,2012035,29000,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 1.00 CT F/VS1- 1.00 CT F/VS2,1.00 CT F/VS1- 1.00 CT F/VS2,8540,,Санкт-Петербург
Cartier,"LOVE OPEN BANGLE, 1 DIAMOND, WHITE GOLD (SIZE 18)",B6029918,6200,,Москва
Harry Winston,PRONG-SET ROUND BRILLIANT DIAMOND WEDDING BAND,WBDPRDS10SP10-050,12500,,Санкт-Петербург
No name,С БРИЛЛИАНТОМ 3.01 CT J/SI1,3.01 CT J/SI1,24058,,Санкт-Петербург
RalfDiamonds,КОЛЬЕ С САПФИРАМИ И БРИЛЛИАНТАМИ,RalfDiamonds,Цена по запросу,,Москва
Verdi Jewellery,КОЛЬЦО С ИЗУМРУДОМ 7.72 CT,A17A,23500,,Москва
Verdi Jewellery,КОЛЬЦО С ИЗУМРУДОМ 1.60 СТ,А15С,6870,,Москва
No name,С БРИЛЛИАНТАМИ 3.60 СТ G-H/SI1-SI2,3.60 СТ,3200,,Санкт-Петербург
No name,DIAMOND EARRINGS 7.72 CT,3.6-4.12 ct,19700,,Москва
Tiffany & Co,TIFFANY KEY LARGE MODEL,41 10 74,3900,,Москва
Jacob & Co,ROSE GOLD HAPPY RING,91739496,3240,,Москва
Carrera y Carrera,"GRANADA EARRINGS, ONYX & YELLOW GOLD",DA11856,2990,,Москва
Messika,MY TWIN,06161-WG-S,10990,,Москва
Bvlgari,"BVLGARI SOLITAIRE DIAMOND PENDANT, YELLOW GOLD",BUL59233,3050,,Санкт-Петербург
No name,СЕРЬГИ С РУБИНАМИ 17.40 СТ И БРИЛЛИАНТАМИ 1.00 СТ,17.40 CT,9200,,Санкт-Петербург
No name,КОЛЬЦО С БРИЛЛИАНТОМ 3.28 CT G/SI2,3.28 CT G/SI2,29980,,Санкт-Петербург
Van Cleef & Arpels,Perlée Couleurs Pendant,VCARP4DN00,2900,,Москва
Bvlgari,MULTICOLOR SAPPHIRE FLOWER EARRINGS,OR852806,9500,,Москва
Graff,RUBY & DIAMOND EARRINGS,GE Ruby 4.03 CT,38000,,Москва
Chopard,HAPPY DIAMOND NECKLACE,81A611-1201,5030,,Москва
Pasquale Bruni,DIAMOND RING,PB RG750,4100,,Москва
Bvlgari,B.ZERO1 HOOP EARRINGS,BVG250724,4100,,Москва
Bvlgari,BVLGARI - BVLGARI RING,BVGRING 250724,2150,,Москва
RalfDiamonds,DIAMOND EARRINGS 5.6 СТ,5.6 F-H/VVS2-VS2,19500,,Москва
No name,DIAMOND EARRINGS 0.70 - 0.71 G/VVS2-VS2,0.70 - 0.71 G/VVS2-VS2,4600,,Москва
Ювелирные украшения,КРЕСТ С БРИЛЛИАНТАМИ 5.61 CT LIGHT YELLOW,5.61 CT,10200,,Москва
Ювелирные украшения,КРЕСТ С БРИЛЛИАНТАМИ 3.70 CT LIGHT YELLOW,3.70 CT LIGHT YELLOW,6600,,Москва
Ювелирные украшения,КРЕСТ С БРИЛЛИАНТАМИ 3.35 CT LIGHT YELLOW,3.35 СТ,6080,,Москва
Messika,SPIKY EARRINGS,05646-WG,11300,,Москва
No name,С БРИЛЛИАНТАМИ В СТИЛЕ JACOB&Co,6 CT,6500,,Санкт-Петербург
Cartier,"LOVE RING, WHITE GOLD (SIZE 51)",B4084700-51,2000,Зарезервировано,
Ювелирные украшения,DIAMOND HEART PENDANT,0.72 CT,2050,,Санкт-Петербург
Magerit,EAGLE RING,MRing2207,9500,,Москва
Chopard,HAPPY DIAMONDS,829437-5910,17000,,Москва
Damiani,DIAMOND EARRINGS,20089650,2550,,Москва
No name,DIAMOND RING 4.01 CT,NN 4.01 CT,17500,Зарезервировано,
Boucheron,QUATRE CLASSIQUE LARGE RING,JRG00257,4340,,Москва
RalfDiamonds,RUBY & DIAMOND RING,RDRing Ruby 5.00 CT,4775,,Москва
Picchiotti,PICCHIOTTI SET 23.94 CT,PICCHIOTTI SET 200724,27000,,Москва
RalfDiamonds,"С БРИЛЛИАНТОМ 3,01 CT E/I1","3,01 CT E/I1",14200,,Москва
Cartier,JUSTE UN CLOU COLLIER (SIZE 33.5),B7224803-33.5,14800,,Москва
No name,DIAMOND PEAR-SHAPED STUDS 1.00-1.01 ct H/SI1(GIA),1.00-1.01 ct H/SI1,5900,,Москва
Bvlgari,"B.ZERO1 BLACK CERAMIC, ROSE GOLD EARRINGS",347405,3600,,Москва
No name,"EMERALD 4.49 CT, INTENSE BLUISH GREEN",EMERALD 2.41-2.08 CT,3900,,Москва
No name,DIAMOND RING 3.02 CT FY/VVS2 (GIA),3.02 CT FY/VVS2,28500,,Москва
Graff,"DIAMOND ON DIAMOND, RUBY & DIAMONDS, MEDIUM SIZE",GE1707,45000,,Москва
Ювелирные украшения,КУЛОН С БРИЛЛИАНТОМ 0.86 СТ FANCY YELLOW/SI1,0.86 СТ FY/SI1,5300,,Санкт-Петербург
Cartier,PANTHÈRE DE CARTIER BRACELET (SIZE 16),N6717816,30340,,Москва
Cartier,"LOVE NECKLACE, DIAMONDS",B7013700,5200,,Москва
Bvlgari,TONDO FIRE PENDANT,335073/340264,2900,,Санкт-Петербург
RalfDiamonds,MORGANITE 25.00 CT RING,RDR 25.00 CT,14000,,Москва
No name,"NATURAL RUBY 4.18 CT No (H) RING, GIA",Ruby 4.18 CT,40800,,Москва
Cartier,LES DELICES DE GOA MULTIGEM COCKTAIL NECKLACE,LES,13500,,Москва
Chopard,HAPPY HEARTS RING,829482-1900,2750,,Москва
Carrera y Carrera,Jazmín Pendant,DA12759 01,2400,,Москва
Verdi Jewellery,КОЛЬЦО С ИЗУМРУДОМ 3.20СТ,3.21 СТ verdi,19500,,Москва
Cantamessa,WHITE GOLD DIAMOND RING,Cantamessa 130724 WG,3500,,Москва
Cantamessa,DIAMOND SET,Cantamessa 130724,10500,,Москва
Cartier,"JUSTE UN CLOU BRACELET, ROSE GOLD, DIAMONDS (SIZE 15)",B6048615,13750,,Москва
Damiani,WEDDING BANDS SET,20035718,1500,,Москва
Piaget,Piaget Rose pendant,G33U0085,2650,,Москва
Bvlgari,DIAMOND RING 1.91 CT,BVG 1.91 CT,8300,,Москва
Boucheron,AVA PAVE RING,JRGT6FA151,4700,,Москва
No name,DIAMOND RING 3.03 CT FANCY YELLOW/VVS2,3.03 CT FY/VVS2,34000,,Москва
Ювелирные украшения,"GIOVANNI FERRARI, RUBIES & DIAMONDS SET",GIOVANNI FERRARI,7500,,Москва
H. Stern,DIAMOND PAVE RING,DiamondRing H.Stern,5150,,Москва
Cartier,CARESSE D'ORCHIDÉES NECKLACE,3029000,38500,,Москва
No name,DIAMOND ASHER STUDS 2.01 - 2.01 CT G/VVS1 (GIA),2.01 - 2.01 G/VVS1,46450,,Москва
Cartier,Cartier White Gold Diamond Hoop Earrings,Cartier White Gold Diamond Hoop Earrings,15000,,Москва
Stephen Webster,THORN EMBRACE BRACELET,SW BRACELET 060724,7800,,Москва
Chopard,HAPPY DIAMONDS ICON PENDANT,799434500,4700,,Москва
Magerit,"ETERNAL ENDLESS, RUBY AND QUARTZ HEART PENDANT",ETERNAL ENDLESS,4100,,Санкт-Петербург
Magerit,BLACK ONYX LEOPARD NECKLACE,1654.1,5940,,Санкт-Петербург
Ювелирные украшения,КРЕСТ С БРИЛЛИАНТАМИ 3.92 СТ LIGHT YELLOW/VVS2-VS1,3.92 CT,6200,,Санкт-Петербург
Magerit,PUMA DIAMOND RING,Magerit Puma,5300,,Москва
Chopard,WHITE GOLD AND DIAMOND LA STRADA EARRINGS,Chopard LA STRADA,8500,,Москва
No name,DIAMOND RING 1.51 CT FANCY YELLOW,1.51 CT FY/I2,10500,,Москва
Tiffany & Co,LARGE CROSS PLATINUM  DIAMOND PENDANT,T&Co Large Cross,12000,,Москва
DeRosa,MULTICOLOURED SAPPHIRE BRACELET 11.80 CT,B149711802,5200,,Москва
RalfDiamonds,Emerald and Diamond Necklace,RD 37.48 CT-1.65 CT G-H/VS,26000,,Москва
Pasquale Bruni,FIORI DIAMOND ROSE GOLD EARRINGS,PB 280624,4920,,Москва
Bvlgari,B.zero1 Bracelet,350896,3700,,Москва
No name,DIAMOND RING 7.02 CT E-F/VVS-VS,7.02 CT E-F/VVS-VS,24700,,Москва
No name,СЕРЬГИ С БРИЛЛИАНТАМИ 2.11 CT Y to Z/VS2 - 2.08 CT Y to Z/VS1,2.11 CT Y to Z/VS2 - 2.08 CT Y to Z/VS1,15500,,Санкт-Петербург
No name,"С БРИЛЛИАНТАМИ 1,01 CT Fancy Yellow / SI1 - 1,01 CT Fancy Yellow / VS2","1,01 Fancy Yellow / SI1",14800,,Москва
No name,С БРИЛЛИАНТАМИ,серьги с бриллиантами,16500,,Москва
No name,C БРИЛЛИАНТАМИ 2.02CT FIY/FY,2.02ct FY/FY,15500,,Москва
No name,С БРИЛЛИАНТАМИ 1.00 CT N/VS2 - 1.00 CT O-P/SI2,1.00 CT N/VS2 - 1.00 CT O-P/SI2,8500,,Санкт-Петербург
DeRosa,DIAMOND CLASSIC COLOR EARRINGS 6.04 CT,Е5426045,27050,,Москва
No name,С БРИЛЛИАНТАМИ 1.20 СТ FY/VS1-1.20 FLY/SI1,1.20 СТ FANCY YELLOW/VS1-1.20 FANCY LIGHT YELLOW/SI1,16500,,Москва
No name,С БРИЛЛИАНТАМИ 1.01 CT FLY/VVS2 - 1.01 CT FLY/VS2,1.01 CT FLY/VVS2 - 1.01 CT FLY/VS2,13500,,Москва
Cartier,SOLITAIRE PLATINUM DIAMOND RING 0.57 CT G/VVS1,SOLITAIRE 0.57 CT G/VVS1,5550,,Санкт-Петербург
Van Cleef & Arpels,SNOWFLAKE RING,Van Cleef & Arpels,8900,,Москва
Cartier,"LOVE, SOLITAIRE DIAMOND RING 0.23 CT D/VVS1, WHITE GOLD",0.23 CT D/VVS1,3800,,Москва
Tiffany & Co,MILGRAIN BAND RING,60003044,5100,,Москва
RalfDiamonds,КРЕСТ С САПФИРАМИ 2.20 CT DEEP BLUE/VS-SI1,2.20 CT DEEP BLUE/VS-SI1,1850,,Санкт-Петербург
Hermès,"COLLIER DE CHIEN BRACELET, SMALL MODEL",H214441B 00ST,14500,,Москва
Magerit,ISHTAR GATE SMALL PENDANT,CO1659.2,3100,,Москва
Cartier,YELLOW GOLD DIAMOND 7.3 CT CARTIER RING,7.3 CT,23000,,Москва
Pomellato,SIRENE DIAMOND ROSE MATTE GOLD RING,Pomellato230624,7000,,Москва
Bvlgari,BVLGARI WHITE GOLD DIAMOND PAVE PENDANT,CL188202,3499,,Москва
Tiffany & Co,DIAMOND HEART,Подвеска Tiffany,10980,,Москва
Chopard,Колье Happy Hearts,817482-5401,11000,,Москва
Ювелирные украшения,ПОДВЕСКА С ИЗУМРУДОМ И БРИЛЛИАНТАМИ,0.85 СТ,1990,,Санкт-Петербург
Chopard,HAPPY DAIMONDS,81/4667-20,6500,,Москва
Mikimoto,PEARL AND DIAMONDS RING,Mikimoto,2150,Зарезервировано,
No name,DIAMOND MEN'  RING 1.90 CT,1.90 ct men ring,2800,,Москва
DeRosa,DIAMOND RING 1.00 - 1.00 CT D/VS1,R492200,10300,,Москва
DeRosa,DIAMOND RING 1.00 - 1.00 CT D/VS1 (SIZE 54),R515200,10300,,Москва
No name,DIAMOND RING 2.01 CT F/VS2,2.01 CT Princess,21800,,Москва
Chopard,Happy Diamonds Icons Pendant,79A038-1201,8400,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 2.36 CT M/SI1,2.36 CT M/SI1,8300,,Санкт-Петербург
Pasquale Bruni,SISSI PENDANT,PBSISI,2850,,Москва
Mimi Broggian,"ASTREA EARRINGS, AQUAMARINES 61.70 CT AND DIAMONDS, WHITE GOLD",0552B8WB,4900,,Санкт-Петербург
No name,NO NAME EARRINGS 2.01 - 2.00 F/VS2,2.01-2.00 F/VS1,40400,,Москва
Pomellato,Sabbia Rose Gold and Diamonds Ring,A.A604/O6/BR,3900,,Москва
Tiffany & Co,CROSS PENDANT LARGE MODEL 2.75 CT,T&Co 2.75 CT,14100,,Москва
Dior,BOIS DE ROZE EARRINGS,DIOR BOIS,3950,,Москва
Chopard,Chopard Happy Diamond Heart Earrings,Chopard HD 160624,9500,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОМ 3.01 СТ L/VS2,3.01 СТ L/VS2,13890,,Санкт-Петербург
Stephen Webster,RUSSIAN ROULETTE BULLET,SW pendant 160624,10000,,Москва
Piaget,POSSESSION PENDANT,Piaget Possession,3800,,Москва
Pasquale Bruni,GIARDINI SEGRETI EARRINGS (MEDIUM),PB EARRINGS 150624,24500,,Москва
Pasquale Bruni,CHALCEDONY AND DIAMOND RING,PB ring 150624,6000,,Москва
Magerit,PUMA BRACELET,Браслет PUMA MAGERIT,8600,,Москва
Magerit,Babylon Set,magerit babylon set,13800,,Москва
Bvlgari,TONDO CLOVER PENDANT NECKLACE STAINLESS STEEL WITH 18K YELLOW GOLD LARGE MODEL,Tondo Clover,2400,,Москва
Boucheron,QUATRE CLASSIQUE RING,JRG0278352,5000,,Москва
Chopard,WHITE/ROSE GOLD HAPPY SPIRIT RING,825405-9113,4000,,Москва
Pasquale Bruni,,PBAMORE,4100,,Москва
Pasquale Bruni,"AMORE PENDANT, LARGE",PBAMORE,8500,,Москва
Pasquale Bruni,AMORE EARRINGS,PBAmore,4800,,Москва
Stephen Webster,The Murder She Written Bracelet (Stingray Cuff),SW130624,7100,,Москва
Utopia,WHITE & GOLD PEARL DIAMOND  EARRINGS,UTOPIAEARRINGS,5400,,Москва
Carrera y Carrera,Sol y Sombra Earrings,DA10892 020101,8700,,Москва
Ювелирные украшения,DIAMOND  SAUTOIR   6.25 CT G-H/VS,6.25CTG-H/VS,10400,,Москва
Bvlgari,DIVA’S DREAM RING,355833,9500,,Москва
Pasquale Bruni,Bon Ton Onyx Ring,PB Onyx Bon Ton,2700,,Москва
Pasquale Bruni,BON TON PENDANT,PBPendant,6700,,Москва
Chopard,"HAPPY  HEARTS BRACELET, WHITE GOLD, MOTHER OF PEARL",857482,2750,,Москва
Cartier,CARTIER LOVE RING WHITE GOLD 6 DIAMONDS,CARTIER LOVE RING WHITE GOLD,4800,,Москва
Cartier,PANTHÈRE DE CARTIER RING (SIZE 52),N4225200-52,41100,,Москва
RalfDiamonds,БРАСЛЕТ С ИЗУМРУДАМИ 8.89 СТ,RDBEmerald,6300,,Москва
Messika,GLAM'AZONE RING,05839-PG,4120,,Москва
Stephen Webster,Tail Feather Drop Pendant,WP0717,4100,,Москва
Mercury,HEART RUBY RING,MR19752WR,5800,,Москва
Chopard,Подвеска HAPPY SPIRIT,795418-9003,4400,,Москва
Van Cleef & Arpels,Oiseaux de Paradis Ring,Oiseaux de Paradis,11500,,Москва
Roberto Coin,BLACK JADE BRACELET,RCBRACELET,3500,,Москва
Utopia,Venus Ring,VA2UB,1650,,Москва
Graff,White Gold White Round Diamond Thread Set Eternity Ring 1.96 CT,1.96 CT GR,10450,,Москва
Bvlgari,PARENTESI Full Pavé Bracelet,BVG PARENTESI,18500,,Москва
No name,С БРИЛЛИАНТОМ 1.00 CT F/VVS1,1.00 f/vvs1 0806,7340,,Москва
No name,DIAMOND RING 7.88 CT H/VS1,NNR7.88CT,Цена по запросу,,Москва
RalfDiamonds,DIAMOND BRACELET 2.65 CT,RDB2.65CT,3975,,Москва
Carrera y Carrera,AQUA WHITE GOLD PENDANT,DA10555,2360,,Санкт-Петербург
RalfDiamonds,СЕРЬГИ С ТАНЗАНИТАМИ 4.30 СТ MODERATE VIOLETISH BLUE/VVS,RDE 4.30 CT,3550,,Санкт-Петербург
RalfDiamonds,"DIAMOND PAVED RING 2.85 CT, WHITE GOLD",RDR 2.85 CT,3050,,Санкт-Петербург
RalfDiamonds,"SAPPHIRES 9.70 CT & DIAMOND 1.30 CT FLOWER RING, WHITE GOLD",RD 9.70 CT/1.30 CT,7100,,Санкт-Петербург
No name,Tanzanit octagon 15.99 ct earrings,Tanzanit octagon 15.99 ct,11850,,Москва
RalfDiamonds,DIAMOND NECKLACE 13.83 CT,RalfDiamonds 13.83 CT,16300,,Москва
Ювелирные украшения,Zancan Necklace,Zancan,6200,,Москва
DeRosa,EMERALD AND DIAMOND EARRINGS,e18411213,18900,,Москва
Carrera y Carrera,AQUA RING,CyC Aqua,4100,,Москва
Carrera y Carrera,AQUA EARRINGS,CyC Aqua,5800,,Москва
Verdi Jewellery,DIAMOND RING,VERDI 0306,3700,,Москва
Luca Carati,DIAMOND RING,LuCA - CARATI,2400,,Москва
No name,DIAMOND RING FANCY LIGHT YELLOW 4.10 CT,4.10 ct ly 0206,26500,,Москва
Bvlgari,"B.ZERO1, DIAMOND PAVED RING",345594,15000,,Москва
Messika,CO SAUT LUCKY MOVE,11370-yg,13000,,Москва
Messika,YELLOW GOLD DIAMOND NECKLACE SO MOVE,12944-YG,3900,,Москва
Pasquale Bruni,BOUQUET LUNAIRE EARRINGS,16359R,4850,,Москва
Pasquale Bruni,GIARDINI SEGRETI,15144R,13700,,Москва
Cartier,1895 WEDDING BAND RING (SIZE 50),B4096600-50,720,,Москва
Chopard,HAPPY EMOTIONS RING,829217-5013,4350,,Москва
Van Cleef & Arpels,"PERLEE CLOVER RING, LARGE MODEL",VCA PERLEE LM,11500,,Санкт-Петербург
